PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_q40_F6L2LP_common.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-931	1	60186892	60187089	+	15.2	NA	TTS (transcript:Zm00001d029139_T001)	NA	3211	transcript:Zm00001d029139_T001								
7-605	7	48084290	48084487	+	15.2	NA	NA	NA	-90516	transcript:Zm00001d019648_T001								
2-1107	2	217533871	217534068	+	15.2	NA	NA	NA	23507	transcript:Zm00001d006831_T001								
5-984-2	5	129487679	129487876	+	15.2	NA	"intron (transcript:Zm00001d015890_T001, intron 13 of 20)"	NA	69795	transcript:Zm00001d015890_T001								
7-738	7	131927446	131927643	+	15.2	NA	NA	NA	-24902	transcript:Zm00001d020773_T001								
6-571-2	6	105871865	105872062	+	15.2	NA	"exon (transcript:Zm00001d036897_T001, exon 6 of 6)"	NA	-4981	transcript:Zm00001d036896_T001								
9-685-2	9	111505408	111505605	+	15.2	NA	NA	NA	-5773	transcript:Zm00001d046930_T001								
7-638	7	116958579	116958776	+	15.2	NA	NA	NA	11962	transcript:Zm00001d020471_T002								
10-600-2	10	133764370	133764567	+	15.2	NA	"exon (transcript:Zm00001d025919_T009, exon 3 of 6)"	NA	1042	transcript:Zm00001d025919_T011								
2-911-2	2	138056719	138056916	+	15.2	NA	NA	NA	3563	transcript:Zm00001d004771_T002								
1-1326-2	1	104411414	104411611	+	15.2	NA	NA	NA	6470	transcript:Zm00001d030086_T001								
1-893-2	1	279620011	279620208	+	15.2	NA	NA	NA	12442	transcript:Zm00001d033957_T006								
4-1026-2	4	163591922	163592119	+	15.2	NA	"intron (transcript:Zm00001d051589_T005, intron 1 of 3)"	NA	168	transcript:Zm00001d051589_T004								
2-894-2	2	101575692	101575889	+	15.2	NA	NA	NA	24454	transcript:Zm00001d004301_T001								
5-583-2	5	37769331	37769528	+	15.2	NA	"intron (transcript:Zm00001d014241_T001, intron 11 of 12)"	NA	11573	transcript:Zm00001d014242_T001								
6-797-2	6	148471037	148471234	+	15.2	NA	NA	NA	-13216	transcript:Zm00001d038115_T001								
8-518-2	8	110283960	110284157	+	15.2	NA	NA	NA	33432	transcript:Zm00001d010336_T002								
5-955	5	76854920	76855117	+	15.2	NA	"exon (transcript:Zm00001d015138_T004, exon 1 of 6)"	NA	292	transcript:Zm00001d015138_T007								
1-1296	1	72424837	72425034	+	15.2	NA	"intron (transcript:Zm00001d029478_T001, intron 6 of 6)"	NA	2295	transcript:Zm00001d029478_T001								
6-429-2	6	51775438	51775635	+	15.2	NA	NA	NA	-49686	transcript:Zm00001d035814_T001								
4-732-2	4	124312861	124313058	+	15.2	NA	NA	NA	9828	transcript:Zm00001d050813_T001								
1-1103-2	1	68507337	68507534	+	15.2	NA	NA	NA	-6187	transcript:Zm00001d029384_T001								
2-1076	2	177285593	177285790	+	15.2	NA	TTS (transcript:Zm00001d005526_T001)	NA	460	transcript:Zm00001d005526_T001								
10-440-2	10	137222750	137222947	+	15.2	NA	promoter-TSS (transcript:Zm00001d026055_T001)	NA	-196	transcript:Zm00001d026055_T001								
7-630-2	7	95878918	95879115	+	15.2	NA	"exon (transcript:Zm00001d020150_T001, exon 1 of 2)"	NA	447	transcript:Zm00001d020150_T001								
2-669-2	2	24115381	24115578	+	15.2	NA	NA	NA	34709	transcript:Zm00001d002830_T001								
5-575-2	5	21561511	21561708	+	15.2	NA	"intron (transcript:Zm00001d013828_T003, intron 6 of 7)"	NA	15184	transcript:Zm00001d013828_T003								
6-542-2	6	42254145	42254342	+	15.2	NA	NA	NA	-95759	transcript:Zm00001d035714_T002								
3-750-2	3	215836247	215836444	+	15.2	NA	"intron (transcript:Zm00001d043991_T001, intron 1 of 5)"	NA	953	transcript:Zm00001d043991_T002								
6-637	6	63305134	63305331	+	15.2	NA	NA	NA	212807	transcript:Zm00001d035969_T001								
10-599-2	10	131893984	131894181	+	15.2	NA	NA	NA	2542	transcript:Zm00001d025863_T001								
1-1022-2	1	257551145	257551342	+	15.2	NA	NA	NA	-71272	transcript:Zm00001d033286_T001								
5-797-2	5	36462382	36462579	+	15.2	NA	NA	NA	47038	transcript:Zm00001d014202_T001								
4-1048-2	4	188104303	188104500	+	15.2	NA	"3' UTR (transcript:Zm00001d052357_T001, exon 3 of 3)"	NA	3588	transcript:Zm00001d052357_T001								
9-643-2	9	33331723	33331920	+	15.2	NA	NA	NA	119873	transcript:Zm00001d045686_T001								
3-746-2	3	201986197	201986394	+	15.2	NA	"exon (transcript:Zm00001d043500_T003, exon 2 of 3)"	NA	953	transcript:Zm00001d043500_T001								
10-256-2	10	19777479	19777676	+	15.2	NA	NA	NA	-5127	transcript:Zm00001d023775_T001								
8-523-2	8	113639518	113639715	+	15.2	NA	"intron (transcript:Zm00001d010413_T002, intron 1 of 9)"	NA	396	transcript:Zm00001d010413_T002								
2-923-2	2	167623767	167623964	+	15.2	NA	NA	NA	-2126	transcript:Zm00001d005281_T004								
10-564	10	58936296	58936493	+	15.2	NA	NA	NA	-4267	transcript:Zm00001d024238_T001								
5-856-2	5	154704193	154704390	+	15.2	NA	NA	NA	38500	transcript:Zm00001d016266_T001								
1-1239	1	303209125	303209322	+	15.2	NA	NA	NA	17216	transcript:Zm00001d034827_T001								
9-746	9	38411932	38412129	+	15.2	NA	NA	NA	-22067	transcript:Zm00001d045773_T001								
1-1291	1	67223893	67224090	+	15.2	NA	NA	NA	6687	transcript:Zm00001d029356_T004								
9-652-2	9	47969795	47969992	+	15.2	NA	"3' UTR (transcript:Zm00001d045938_T006, exon 2 of 2)"	NA	1114	transcript:Zm00001d045938_T013								
10-598	10	131479122	131479319	+	15.2	NA	promoter-TSS (transcript:Zm00001d025846_T002)	NA	-474	transcript:Zm00001d025846_T001								
9-646-2	9	39261554	39261751	+	15.2	NA	NA	NA	-4448	transcript:Zm00001d045788_T001								
5-853-2	5	148752948	148753145	+	15.2	NA	NA	NA	-9358	transcript:Zm00001d016179_T001								
4-844	4	93944987	93945184	+	15.2	NA	NA	NA	-7409	transcript:Zm00001d050500_T001								
6-600-2	6	166892398	166892595	+	15.2	NA	"exon (transcript:Zm00001d038916_T002, exon 7 of 14)"	NA	-4192	transcript:Zm00001d038917_T001								
2-755-2	2	4125271	4125468	+	15.2	NA	"exon (transcript:Zm00001d001995_T002, exon 9 of 12)"	NA	-2148	transcript:Zm00001d001996_T001								
4-890	4	182173978	182174175	+	15.2	NA	NA	NA	-111671	transcript:Zm00001d052182_T001								
6-719-2	6	14395909	14396106	+	15.2	NA	NA	NA	250043	transcript:Zm00001d001303_T001								
7-454-2	7	65291292	65291489	+	15.2	NA	NA	NA	195666	transcript:Zm00001d019821_T001								
1-1129-2	1	117284363	117284560	+	15.2	NA	NA	NA	38761	transcript:Zm00001d030262_T001								
6-648	6	88963731	88963928	+	15.2	NA	"3' UTR (transcript:Zm00001d036449_T001, exon 6 of 6)"	NA	2844	transcript:Zm00001d036450_T001								
4-841-2	4	89027130	89027327	+	15.2	NA	promoter-TSS (transcript:Zm00001d026853_T001)	NA	-650	transcript:Zm00001d026853_T001								
9-768	9	89408622	89408819	+	15.2	NA	NA	NA	33908	transcript:Zm00001d046426_T001								
5-754-2	5	192177328	192177525	+	15.2	NA	"intron (transcript:Zm00001d017303_T023, intron 12 of 12)"	NA	6605	transcript:Zm00001d017303_T038								
3-776	3	21831518	21831715	+	15.2	NA	NA	NA	-2758	transcript:Zm00001d039987_T001								
7-758	7	162464230	162464427	+	15.2	NA	NA	NA	-1766	transcript:Zm00001d021758_T001								
2-1117-2	2	228270470	228270667	+	15.2	NA	promoter-TSS (transcript:Zm00001d007318_T016)	NA	74	transcript:Zm00001d007318_T019								
1-781-2	1	298809838	298810035	+	15.2	NA	"exon (transcript:Zm00001d034650_T014, exon 1 of 2)"	NA	4041	transcript:Zm00001d034650_T014								
10-483	10	64876078	64876275	+	15.2	NA	"intron (transcript:Zm00001d024327_T001, intron 1 of 32)"	NA	1057	transcript:Zm00001d024327_T001								
8-745-2	8	162370397	162370594	+	15.2	NA	NA	NA	-57919	transcript:Zm00001d011835_T003								
7-383	7	73479410	73479607	+	15.2	NA	"intron (transcript:Zm00001d019893_T001, intron 4 of 6)"	NA	2980	transcript:Zm00001d019893_T001								
1-1350	1	153076397	153076594	+	15.2	NA	NA	NA	28937	transcript:Zm00001d022828_T001								
3-986	3	157296608	157296805	+	15.2	NA	promoter-TSS (transcript:Zm00001d042241_T001)	NA	-691	transcript:Zm00001d042241_T001								
8-566-2	8	12965992	12966189	+	15.2	NA	"intron (transcript:Zm00001d008559_T001, intron 4 of 7)"	NA	4066	transcript:Zm00001d008559_T002								
2-1126-2	2	241696236	241696433	+	15.2	NA	"exon (transcript:Zm00001d007886_T008, exon 2 of 6)"	NA	3329	transcript:Zm00001d007886_T008								
5-979	5	119215445	119215642	+	15.2	NA	TTS (transcript:Zm00001d015785_T002)	NA	-475	transcript:Zm00001d015784_T001								
3-694-2	3	53034968	53035165	+	15.2	NA	promoter-TSS (transcript:Zm00001d040606_T001)	NA	-842	transcript:Zm00001d040606_T001								
10-498-2	10	98811721	98811918	+	15.2	NA	NA	NA	-39141	transcript:Zm00001d025002_T002								
8-648-2	8	10385810	10386007	+	15.2	NA	NA	NA	-1616	transcript:Zm00001d008496_T001								
3-809-2	3	91307686	91307883	+	15.2	NA	NA	NA	-54375	transcript:Zm00001d041025_T001								
7-767-2	7	173534563	173534760	+	15.2	NA	NA	NA	-2511	transcript:Zm00001d022245_T001								
6-609-2	6	4686781	4686978	+	15.2	NA	"intron (transcript:Zm00001d035089_T005, intron 14 of 19)"	NA	-4172	transcript:Zm00001d035089_T001								
2-1069-2	2	168814273	168814470	+	15.2	NA	NA	NA	29636	transcript:Zm00001d005303_T003								
3-970	3	134088023	134088220	+	15.2	NA	NA	NA	-11215	transcript:Zm00001d041703_T001								
5-774-2	5	4606074	4606271	+	15.2	NA	promoter-TSS (transcript:Zm00001d013092_T007)	NA	-203	transcript:Zm00001d013092_T002								
4-826-2	4	42137774	42137971	+	15.2	NA	"exon (transcript:Zm00001d049737_T001, exon 1 of 2)"	NA	1410	transcript:Zm00001d049737_T001								
4-1034	4	176850417	176850614	+	15.2	NA	"intron (transcript:Zm00001d052028_T020, intron 7 of 11)"	NA	356	transcript:Zm00001d052028_T037								
5-992	5	138748260	138748457	+	15.2	NA	NA	NA	-1524	transcript:Zm00001d016001_T002								
5-966-2	5	90493030	90493227	+	15.2	NA	"intron (transcript:Zm00001d015444_T002, intron 1 of 4)"	NA	-1773	transcript:Zm00001d015445_T001								
8-580-2	8	63981232	63981429	+	15.2	NA	"intron (transcript:Zm00001d009426_T001, intron 3 of 8)"	NA	781	transcript:Zm00001d009426_T006								
6-688	6	143826992	143827189	+	15.2	NA	promoter-TSS (transcript:Zm00001d037967_T007)	NA	-318	transcript:Zm00001d037967_T004								
8-741	8	156789717	156789914	+	15.2	NA	TTS (transcript:Zm00001d011632_T001)	NA	2031	transcript:Zm00001d011631_T001								
3-870-2	3	196109551	196109748	+	15.2	NA	"exon (transcript:Zm00001d043314_T001, exon 1 of 2)"	NA	233	transcript:Zm00001d043314_T001								
5-831	5	98310785	98310982	+	15.2	NA	NA	NA	-90252	transcript:Zm00001d015568_T001								
6-784-2	6	131445196	131445393	+	15.2	NA	NA	NA	-23731	transcript:Zm00001d037605_T001								
9-671	9	84867170	84867367	+	15.2	NA	NA	NA	30364	transcript:Zm00001d046371_T001								
1-1008-2	1	233143059	233143256	+	15.2	NA	"3' UTR (transcript:Zm00001d032653_T001, exon 2 of 2)"	NA	971	transcript:Zm00001d032653_T001								
4-862	4	144431275	144431472	+	15.2	NA	TTS (transcript:Zm00001d051120_T001)	NA	306	transcript:Zm00001d051120_T001								
1-984-2	1	190288592	190288789	+	15.2	NA	"5' UTR (transcript:Zm00001d031447_T004, exon 3 of 12)"	NA	1148	transcript:Zm00001d031447_T014								
5-870-2	5	179482175	179482372	+	15.2	NA	TTS (transcript:Zm00001d016894_T005)	NA	1437	transcript:Zm00001d016894_T004								
4-687-2	4	238849337	238849534	+	15.2	NA	promoter-TSS (transcript:Zm00001d053676_T003)	NA	-350	transcript:Zm00001d053676_T001								
5-690-2	5	49643219	49643416	+	15.2	NA	promoter-TSS (transcript:Zm00001d014474_T001)	NA	-338	transcript:Zm00001d014474_T001								
3-1005	3	197071368	197071565	+	15.2	NA	NA	NA	32810	transcript:Zm00001d043342_T001								
1-1280-2	1	54636689	54636886	+	15.2	NA	"5' UTR (transcript:Zm00001d029009_T004, exon 3 of 9)"	NA	2455	transcript:Zm00001d029009_T002								
5-611	5	114081801	114081998	+	15.2	NA	NA	NA	45621	transcript:Zm00001d015729_T030								
5-605-2	5	102203957	102204154	+	15.2	NA	NA	NA	22586	transcript:Zm00001d015634_T001								
3-969-2	3	131869479	131869676	+	15.2	NA	"exon (transcript:Zm00001d041653_T001, exon 2 of 3)"	NA	821	transcript:Zm00001d041653_T001								
9-792	9	137370722	137370919	+	15.2	NA	NA	NA	-39929	transcript:Zm00001d047622_T002								
2-1006	2	63171829	63172026	+	15.2	NA	NA	NA	-134903	transcript:Zm00001d003857_T001								
3-778	3	24652326	24652523	+	15.2	NA	"intron (transcript:Zm00001d000500_T001, intron 2 of 2)"	NA	3504	transcript:Zm00001d000500_T001								
1-1083	1	31216113	31216310	+	15.2	NA	"5' UTR (transcript:Zm00001d028339_T041, exon 4 of 8)"	NA	2513	transcript:Zm00001d028339_T020								
6-777-2	6	123596037	123596234	+	15.2	NA	promoter-TSS (transcript:Zm00001d037377_T007)	NA	-286	transcript:Zm00001d037377_T009								
6-739-2	6	59644174	59644371	+	15.2	NA	NA	NA	32036	transcript:Zm00001d035909_T001								
6-722	6	16578180	16578377	+	15.2	NA	NA	NA	-74854	transcript:Zm00001d035243_T001								
5-772-2	5	223290330	223290527	+	15.2	NA	NA	NA	-5816	transcript:Zm00001d018564_T001								
4-895-2	4	195066156	195066353	+	15.2	NA	"5' UTR (transcript:Zm00001d052621_T008, exon 1 of 2)"	NA	-576	transcript:Zm00001d052621_T013								
1-972-2	1	154055010	154055207	+	15.2	NA	NA	NA	14352	transcript:Zm00001d030696_T001								
8-565-2	8	12139804	12140001	+	15.2	NA	NA	NA	67624	transcript:Zm00001d007992_T001								
2-806-2	2	155705807	155706004	+	15.2	NA	promoter-TSS (transcript:Zm00001d000948_T001)	NA	-147	transcript:Zm00001d000948_T001								
8-698-2	8	100377252	100377449	+	15.2	NA	"intron (transcript:Zm00001d010126_T003, intron 2 of 5)"	NA	807	transcript:Zm00001d010126_T012								
9-681-2	9	103736949	103737146	+	15.2	NA	NA	NA	-1195	transcript:Zm00001d046726_T001								
5-1028	5	204627320	204627517	+	15.2	NA	NA	NA	-3348	transcript:Zm00001d017702_T001								
2-949-2	2	220004954	220005151	+	15.2	NA	TTS (transcript:Zm00001d006948_T001)	NA	-121	transcript:Zm00001d006949_T001								
4-897-2	4	200155858	200156055	+	15.2	NA	NA	NA	-1186	transcript:Zm00001d052769_T001								
4-986-2	4	85020866	85021063	+	15.2	NA	TTS (transcript:Zm00001d050384_T002)	NA	1586	transcript:Zm00001d050384_T002								
2-952-2	2	225756691	225756888	+	15.2	NA	NA	NA	-14157	transcript:Zm00001d007254_T001								
5-986	5	130468789	130468986	+	15.2	NA	NA	NA	-1119	transcript:Zm00001d015910_T001								
7-709-2	7	89567133	89567330	+	15.2	NA	NA	NA	-5890	transcript:Zm00001d020062_T001								
10-613-2	10	145143256	145143453	+	15.2	NA	"exon (transcript:Zm00001d026396_T005, exon 11 of 12)"	NA	3075	transcript:Zm00001d023191_T001								
9-736-2	9	16432728	16432925	+	15.2	NA	TTS (transcript:Zm00001d045217_T002)	NA	3974	transcript:Zm00001d045216_T002								
8-630-2	8	171615821	171616018	+	15.2	NA	TTS (transcript:Zm00001d012267_T001)	NA	5525	transcript:Zm00001d012267_T001								
1-1140	1	134795023	134795220	+	15.2	NA	NA	NA	170474	transcript:Zm00001d030468_T001								
8-658	8	15539649	15539846	+	15.2	NA	"exon (transcript:Zm00001d008640_T003, exon 4 of 10)"	NA	2149	transcript:Zm00001d008640_T003								
1-1227-2	1	287736904	287737101	+	15.2	NA	NA	NA	-58130	transcript:Zm00001d034244_T001								
8-709	8	112032163	112032360	+	15.2	NA	NA	NA	-46868	transcript:Zm00001d010379_T001								
3-857	3	180994272	180994469	+	15.2	NA	NA	NA	-6309	transcript:Zm00001d042813_T001								
4-807	4	14276322	14276519	+	15.2	NA	NA	NA	-56716	transcript:Zm00001d049059_T001								
2-660	2	12953089	12953286	+	15.2	NA	"intron (transcript:Zm00001d002450_T002, intron 1 of 1)"	NA	1528	transcript:Zm00001d002450_T002								
3-743-2	3	197140618	197140815	+	15.2	NA	NA	NA	-11790	transcript:Zm00001d043344_T001								
1-988-2	1	194778147	194778344	+	15.2	NA	TTS (transcript:Zm00001d031572_T002)	NA	1792	transcript:Zm00001d031572_T002								
1-1219	1	278820096	278820293	+	15.2	NA	NA	NA	3658	transcript:Zm00001d033931_T003								
7-756	7	160348249	160348446	+	15.2	NA	NA	NA	4127	transcript:Zm00001d021692_T002								
4-805-2	4	12965429	12965626	+	15.2	NA	"3' UTR (transcript:Zm00001d049026_T013, exon 6 of 6)"	NA	2382	transcript:Zm00001d049026_T005								
9-803-2	9	155678954	155679151	+	15.2	NA	"3' UTR (transcript:Zm00001d048404_T009, exon 6 of 6)"	NA	5576	transcript:Zm00001d048404_T022								
1-1232	1	292520984	292521181	+	15.2	NA	"3' UTR (transcript:Zm00001d034422_T001, exon 3 of 3)"	NA	1879	transcript:Zm00001d034422_T001								
7-741	7	138422010	138422207	+	15.2	NA	"exon (transcript:Zm00001d020978_T022, exon 9 of 16)"	NA	765	transcript:Zm00001d020978_T013								
1-1380-2	1	205598640	205598837	+	15.2	NA	NA	NA	-19085	transcript:Zm00001d031893_T001								
7-588-2	7	15140419	15140616	+	15.2	NA	NA	NA	3371	transcript:Zm00001d019070_T001								
6-754	6	87486493	87486690	+	15.2	NA	"intron (transcript:Zm00001d036416_T001, intron 1 of 10)"	NA	1002	transcript:Zm00001d036416_T001								
6-782-2	6	128543133	128543330	+	15.2	NA	"5' UTR (transcript:Zm00001d037536_T002, exon 1 of 8)"	NA	-147	transcript:Zm00001d037536_T033								
2-972	2	1658010	1658207	+	15.2	NA	NA	NA	-2977	transcript:Zm00001d001836_T001								
1-1251-2	1	14318278	14318475	+	15.2	NA	"3' UTR (transcript:Zm00001d027811_T004, exon 13 of 13)"	NA	-1042	transcript:Zm00001d027812_T001								
5-832-2	5	99044741	99044938	+	15.2	NA	NA	NA	-2908	transcript:Zm00001d015578_T001								
10-521	10	142285373	142285570	+	15.2	NA	promoter-TSS (transcript:Zm00001d026260_T002)	NA	-111	transcript:Zm00001d026260_T002								
6-679-2	6	130116466	130116663	+	15.2	NA	promoter-TSS (transcript:Zm00001d037576_T001)	NA	-148	transcript:Zm00001d037576_T001								
9-595	9	104377131	104377328	+	15.2	NA	"intron (transcript:Zm00001d046751_T001, intron 3 of 9)"	NA	2122	transcript:Zm00001d046751_T001								
4-934	4	20589606	20589803	+	15.2	NA	promoter-TSS (transcript:Zm00001d049205_T001)	NA	-392	transcript:Zm00001d049205_T001								
4-920	4	245798461	245798658	+	15.2	NA	TTS (transcript:Zm00001d054066_T001)	NA	-2054	transcript:Zm00001d054065_T001								
3-803-2	3	67157133	67157330	+	15.2	NA	"intron (transcript:Zm00001d040807_T002, intron 1 of 1)"	NA	519	transcript:Zm00001d040807_T002								
10-548-2	10	25367311	25367508	+	15.2	NA	TTS (transcript:Zm00001d023863_T001)	NA	1221	transcript:Zm00001d023863_T001								
10-384	10	1297317	1297514	+	15.2	NA	"exon (transcript:Zm00001d023243_T009, exon 6 of 8)"	NA	-3043	transcript:Zm00001d023242_T001								
4-726-2	4	89607057	89607254	+	15.2	NA	NA	NA	48695	transcript:Zm00001d050455_T001								
6-641	6	72488229	72488426	+	15.2	NA	"intron (transcript:Zm00001d036108_T001, intron 8 of 8)"	NA	2534	transcript:Zm00001d036108_T004								
4-550	4	184463002	184463199	+	15.2	NA	NA	NA	-1069	transcript:Zm00001d052243_T001								
8-477-2	8	12673835	12674032	+	15.2	NA	NA	NA	-1535	transcript:Zm00001d008548_T001								
5-824-2	5	83969560	83969757	+	15.2	NA	"intron (transcript:Zm00001d015308_T001, intron 1 of 1)"	NA	993	transcript:Zm00001d015308_T002								
10-531-2	10	150454233	150454430	+	15.2	NA	NA	NA	-34212	transcript:Zm00001d026702_T001								
5-776	5	7066776	7066973	+	15.2	NA	NA	NA	3597	transcript:Zm00001d013246_T001								
4-1058-2	4	205272606	205272803	+	15.2	NA	"intron (transcript:Zm00001d052932_T001, intron 10 of 12)"	NA	3109	transcript:Zm00001d052932_T001								
1-1027	1	263905850	263906047	+	15.2	NA	NA	NA	-12432	transcript:Zm00001d033481_T001								
2-1062	2	157059392	157059589	+	15.2	NA	NA	NA	110794	transcript:Zm00001d005065_T003								
5-885-2	5	213937711	213937908	+	15.2	NA	NA	NA	5005	transcript:Zm00001d018084_T001								
6-645-2	6	82966906	82967103	+	15.2	NA	NA	NA	-68166	transcript:Zm00001d036300_T001								
4-1085	4	240389971	240390168	+	15.2	NA	TTS (transcript:Zm00001d053747_T005)	NA	5245	transcript:Zm00001d053747_T005								
2-913	2	140547669	140547866	+	15.2	NA	NA	NA	-39956	transcript:Zm00001d004807_T001								
4-978-2	4	71969801	71969998	+	15.2	NA	NA	NA	-7913	transcript:Zm00001d050190_T001								
6-527-2	6	47253	47450	+	15.2	NA	NA	NA	128661	transcript:Zm00001d034964_T017								
2-704	2	122098110	122098307	+	15.2	NA	NA	NA	4409	transcript:Zm00001d004617_T001								
1-1181-2	1	217711683	217711880	+	15.2	NA	NA	NA	-7431	transcript:Zm00001d032221_T001								
4-810-2	4	17139334	17139531	+	15.2	NA	NA	NA	-25285	transcript:Zm00001d049134_T001								
1-1118-2	1	97786999	97787196	+	15.2	NA	NA	NA	-80875	transcript:Zm00001d029988_T001								
5-843	5	137290750	137290947	+	15.2	NA	NA	NA	98314	transcript:Zm00001d015989_T001								
1-1135-2	1	131218310	131218507	+	15.2	NA	NA	NA	-45859	transcript:Zm00001d030419_T001								
9-432	9	32186561	32186758	+	15.2	NA	"intron (transcript:Zm00001d027076_T001, intron 1 of 2)"	NA	585	transcript:Zm00001d027076_T001								
9-552-2	9	5062113	5062310	+	15.2	NA	NA	NA	-5354	transcript:Zm00001d044847_T001								
1-1307	1	81699764	81699961	+	15.2	NA	"intron (transcript:Zm00001d029657_T001, intron 7 of 8)"	NA	-5085	transcript:Zm00001d029660_T001								
